date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:39:57	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2014:39:57%20GMT	https://koooralive.online/matches-tomorrow/loadElement.js	C:/Mes%20Sites%20Web/koora/koooralive.online/matches-tomorrow/loadElement.js	(from https://koooralive.online/matches-tomorrow/)
16:39:58	125475/125475	---M--	200	added ('OK')	image/png	etag:%22625f6d9e-1ea23%22	https://koooralive.online/wp-content/uploads/2022/04/bein-sport-1-1024x585.png	C:/Mes%20Sites%20Web/koora/koooralive.online/wp-content/uploads/2022/04/bein-sport-1-1024x585.png	(from https://koooralive.online/bein-sports-1/)
16:39:58	12136/12136	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2016%20Oct%202022%2014:39:58%20GMT	https://koooralive.online/matches/%d9%81%d9%8a%d8%a7%d8%b1%d9%8a%d8%a7%d9%84%d9%88%d8%a3%d9%88%d8%b3%d8%a7%d8%b3%d9%88%d9%86%d8%a7%d9%81%d9%8a%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d8%b3%d8%a8%d8%a7%d9%86%d9%8a2022-10/	C:/Mes%20Sites%20Web/koora/koooralive.online/matches/%d9%81%d9%8a%d8%a7%d8%b1%d9%8a%d8%a7%d9%84%d9%88%d8%a3%d9%88%d8%b3%d8%a7%d8%b3%d9%88%d9%86%d8%a7%d9%81%d9%8a%d8%a7%d9%84%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d8%a5%d8%b3%d8%a8%d8%a7%d9%86%d9%8a2022-10/index.html	(from https://koooralive.online/matches-tomorrow/)
16:39:58	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2014:39:58%20GMT	https://koooralive.online/bein-sports-1/defaults.js	C:/Mes%20Sites%20Web/koora/koooralive.online/bein-sports-1/defaults.2f.delayed	(from https://koooralive.online/bein-sports-1/)
16:39:58	45913/45913	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Oct%202022%2014:39:58%20GMT	https://koooralive.online/category/channels/	C:/Mes%20Sites%20Web/koora/koooralive.online/category/channels/index.html	(from https://koooralive.online/bein-sports-1/)
16:39:59	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2014:39:58%20GMT	https://koooralive.online/bein-sports-1/dom.js	C:/Mes%20Sites%20Web/koora/koooralive.online/bein-sports-1/dom.js	(from https://koooralive.online/bein-sports-1/)
16:39:59	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2014:39:59%20GMT	https://koooralive.online/bein-sports-1/utils.js	C:/Mes%20Sites%20Web/koora/koooralive.online/bein-sports-1/utils.js	(from https://koooralive.online/bein-sports-1/)
16:39:59	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2014:39:59%20GMT	https://koooralive.online/bein-sports-1/index.js	C:/Mes%20Sites%20Web/koora/koooralive.online/bein-sports-1/index.js	(from https://koooralive.online/bein-sports-1/)
16:39:59	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2014:39:59%20GMT	https://koooralive.online/bein-sports-1/loadElement.js	C:/Mes%20Sites%20Web/koora/koooralive.online/bein-sports-1/loadElement.js	(from https://koooralive.online/bein-sports-1/)
16:40:00	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2014:40:00%20GMT	https://koooralive.online/bein-sports-premium-1-live/defaults.js	C:/Mes%20Sites%20Web/koora/koooralive.online/bein-sports-premium-1-live/defaults.js	(from https://koooralive.online/bein-sports-premium-1-live/)
16:40:00	13547/13547	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2016%20Oct%202022%2014:40:00%20GMT	https://koooralive.online/category/%d8%a7%d8%ae%d8%a8%d8%a7%d8%b1-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%d8%a9/	C:/Mes%20Sites%20Web/koora/koooralive.online/category/%d8%a7%d8%ae%d8%a8%d8%a7%d8%b1-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%d8%a9/index.html	(from https://koooralive.online/bein-sports-premium-1-live/)
16:40:00	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2014:40:00%20GMT	https://koooralive.online/bein-sports-premium-1-live/dom.js	C:/Mes%20Sites%20Web/koora/koooralive.online/bein-sports-premium-1-live/dom.js	(from https://koooralive.online/bein-sports-premium-1-live/)
16:40:01	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Oct%202022%2014:40:00%20GMT	https://koooralive.online/bein-sports-premium-1-live/utils.js	C:/Mes%20Sites%20Web/koora/koooralive.online/bein-sports-premium-1-live/utils.js	(from https://koooralive.online/bein-sports-premium-1-live/)
